amd,rcm,padding,matrix_name,partial_gauss,r2mode6,_timestamp,n,rank,z,_runtime,_step,tile_size,max_mode_size,run_id,run_name
False,False,6,ex10hs,6,1847026688.0,1718176794.0026207,2548.0,4.0,57216.0,2.276512622833252,15.0,1274.0,1274.0,ykvaysz1,ethereal-sweep-246
False,False,6,ex10hs,6,-1201827840.0,1718176794.0350478,2548.0,1.0,57216.0,2.3089396953582764,16.0,2548.0,2548.0,ykvaysz1,ethereal-sweep-246
False,True,6,ex10hs,6,9905483794532208.0,1718176782.874048,2548.0,45301.0,57216.0,1.580575942993164,0.0,2.0,13.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,4407492150990916.0,1718176783.1098986,2548.0,30218.0,57216.0,1.8164265155792236,1.0,4.0,13.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,1579214825720896.0,1718176783.250195,2548.0,18088.0,57216.0,1.9567229747772217,2.0,7.0,13.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,362825923040100.0,1718176783.327461,2548.0,8670.0,57216.0,2.0339889526367188,3.0,13.0,13.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,-1275174656.0,1718176783.398873,2548.0,7790.0,57216.0,2.105401039123535,4.0,14.0,14.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,-1904144128.0,1718176783.438966,2548.0,3338.0,57216.0,2.145493984222412,5.0,26.0,26.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,1093210112.0,1718176783.4770856,2548.0,2945.0,57216.0,2.1836135387420654,6.0,28.0,28.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,1384660544.0,1718176783.500945,2548.0,1240.0,57216.0,2.207473039627075,7.0,49.0,49.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,-1787195392.0,1718176783.5404289,2548.0,1167.0,57216.0,2.2469568252563477,8.0,52.0,52.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,1478359440.0,1718176783.5712395,2548.0,476.0,57216.0,2.2777674198150635,9.0,91.0,91.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,1405622528.0,1718176783.6009502,2548.0,406.0,57216.0,2.307478189468384,10.0,98.0,98.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,-333037568.0,1718176783.6258693,2548.0,144.0,57216.0,2.332397222518921,11.0,182.0,182.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,-495644672.0,1718176783.6502404,2548.0,121.0,57216.0,2.3567683696746826,12.0,196.0,196.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,-2081484800.0,1718176783.674968,2548.0,45.0,57216.0,2.381495952606201,13.0,364.0,364.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,461756672.0,1718176783.7001538,2548.0,16.0,57216.0,2.406681776046753,14.0,637.0,637.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,1847026688.0,1718176783.732137,2548.0,4.0,57216.0,2.4386649131774902,15.0,1274.0,1274.0,4635sre0,vibrant-sweep-245
False,True,6,ex10hs,6,-1201827840.0,1718176783.763208,2548.0,1.0,57216.0,2.469735860824585,16.0,2548.0,2548.0,4635sre0,vibrant-sweep-245
False,False,6,ex10hs,5,2.7429570845106376e+20,1718176771.9862626,2549.0,1.0,57237.0,1.0731306076049805,0.0,2549.0,2549.0,5mv01vvv,silvery-sweep-244
False,True,6,ex10hs,5,2.7429570845106376e+20,1718176761.5106747,2549.0,1.0,57237.0,1.0164988040924072,0.0,2549.0,2549.0,um8wkiu6,fanciful-sweep-243
False,False,6,ex10hs,4,2.1657243484656004e+16,1718176752.5690699,2550.0,29954.0,57260.0,1.6103198528289795,0.0,2.0,17.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,6628929153351696.0,1718176752.8700862,2550.0,16572.0,57260.0,1.9113361835479736,1.0,3.0,17.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,1447144994566881.0,1718176753.0859256,2550.0,7743.0,57260.0,2.1271755695343018,2.0,5.0,17.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,919486512257296.0,1718176753.2385356,2550.0,6172.0,57260.0,2.279785633087158,3.0,6.0,17.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,196470373870521.0,1718176753.326314,2550.0,2853.0,57260.0,2.3675639629364014,4.0,10.0,17.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,65555320197376.0,1718176753.3859496,2550.0,1648.0,57260.0,2.427199602127075,5.0,15.0,17.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,50469629223204.0,1718176753.443991,2550.0,1446.0,57260.0,2.485240936279297,6.0,17.0,17.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-1097907964.0,1718176753.484993,2550.0,846.0,57260.0,2.526242971420288,7.0,25.0,25.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-1681577408.0,1718176753.516615,2550.0,637.0,57260.0,2.5578649044036865,8.0,30.0,30.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,2064384064.0,1718176753.5472414,2550.0,559.0,57260.0,2.588491439819336,9.0,34.0,34.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,453922880.0,1718176753.5651343,2550.0,295.0,57260.0,2.60638427734375,10.0,50.0,50.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-977676144.0,1718176753.6153345,2550.0,292.0,57260.0,2.6565845012664795,11.0,51.0,51.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-1818134556.0,1718176753.6439924,2550.0,146.0,57260.0,2.6852424144744873,12.0,75.0,75.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,970604544.0,1718176753.6658971,2550.0,128.0,57260.0,2.7071471214294434,13.0,85.0,85.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-1690192832.0,1718176753.6983192,2550.0,91.0,57260.0,2.7395691871643066,14.0,102.0,102.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-827047360.0,1718176753.719601,2550.0,49.0,57260.0,2.7608509063720703,15.0,150.0,150.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-1596368832.0,1718176753.7352395,2550.0,43.0,57260.0,2.776489496231079,16.0,170.0,170.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-304241904.0,1718176753.7593083,2550.0,28.0,57260.0,2.80055832862854,17.0,255.0,255.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-400051968.0,1718176753.7792244,2550.0,16.0,57260.0,2.82047438621521,18.0,425.0,425.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,2026023488.0,1718176753.7965508,2550.0,13.0,57260.0,2.8378007411956787,19.0,510.0,510.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,1541814336.0,1718176753.8272693,2550.0,7.0,57260.0,2.8685193061828613,20.0,850.0,850.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-510627696.0,1718176753.8650613,2550.0,4.0,57260.0,2.906311273574829,21.0,1275.0,1275.0,95skbd1g,sandy-sweep-242
False,False,6,ex10hs,4,-2042510784.0,1718176753.8964942,2550.0,1.0,57260.0,2.937744140625,22.0,2550.0,2550.0,95skbd1g,sandy-sweep-242
False,True,6,ex10hs,4,4.926602585511619e+16,1718176741.5769296,2550.0,45178.0,57260.0,1.4862306118011475,0.0,2.0,17.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,3.615059571561e+16,1718176741.9425313,2550.0,38700.0,57260.0,1.851832389831543,1.0,3.0,17.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,1.504617992196264e+16,1718176742.1391277,2550.0,24967.0,57260.0,2.048428773880005,2.0,5.0,17.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,1.0585950009698116e+16,1718176742.297347,2550.0,20942.0,57260.0,2.206648111343384,3.0,6.0,17.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,3279949228847281.0,1718176742.3929222,2550.0,11657.0,57260.0,2.3022232055664062,4.0,10.0,17.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,995483648253796.0,1718176742.4617307,2550.0,6422.0,57260.0,2.3710317611694336,5.0,15.0,17.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,685721783964100.0,1718176742.5191464,2550.0,5330.0,57260.0,2.4284474849700928,6.0,17.0,17.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,541655040.0,1718176742.5640347,2550.0,2816.0,57260.0,2.4733357429504395,7.0,25.0,25.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-1377549760.0,1718176742.596149,2550.0,2067.0,57260.0,2.5054500102996826,8.0,30.0,30.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-627929536.0,1718176742.6249442,2550.0,1691.0,57260.0,2.534245252609253,9.0,34.0,34.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-1788896192.0,1718176742.6608784,2550.0,879.0,57260.0,2.5701794624328613,10.0,50.0,50.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-205719228.0,1718176742.7119477,2550.0,822.0,57260.0,2.621248722076416,11.0,51.0,51.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,1812303872.0,1718176742.7477388,2550.0,448.0,57260.0,2.6570398807525635,12.0,75.0,75.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-1510121436.0,1718176742.7828736,2550.0,350.0,57260.0,2.6921746730804443,13.0,85.0,85.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-47821248.0,1718176742.810529,2550.0,255.0,57260.0,2.71983003616333,14.0,102.0,102.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-45129664.0,1718176742.8348632,2550.0,133.0,57260.0,2.744164228439331,15.0,150.0,150.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,1615446080.0,1718176742.861835,2550.0,101.0,57260.0,2.7711360454559326,16.0,170.0,170.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,826451856.0,1718176742.8877504,2550.0,44.0,57260.0,2.797051429748535,17.0,255.0,255.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-88210288.0,1718176742.9149494,2550.0,20.0,57260.0,2.8242504596710205,18.0,425.0,425.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,1248770112.0,1718176742.9363828,2550.0,15.0,57260.0,2.8456838130950928,19.0,510.0,510.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-1658601408.0,1718176742.960263,2550.0,9.0,57260.0,2.8695640563964844,20.0,850.0,850.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-510627696.0,1718176742.9944248,2550.0,4.0,57260.0,2.9037258625030518,21.0,1275.0,1275.0,vb8t8l6e,rural-sweep-241
False,True,6,ex10hs,4,-2042510784.0,1718176743.029409,2550.0,1.0,57260.0,2.9387099742889404,22.0,2550.0,2550.0,vb8t8l6e,rural-sweep-241
False,False,5,ex10hs,7,7.265728347753222e+19,1718176730.4529386,2546.0,28341.0,57277.0,1.5069265365600586,0.0,2.0,67.0,gsokmtwo,whole-sweep-240
False,False,5,ex10hs,7,1.293931171886523e+17,1718176730.5013363,2546.0,1196.0,57277.0,1.5553243160247803,1.0,19.0,67.0,gsokmtwo,whole-sweep-240
False,False,5,ex10hs,7,1.7116987365929024e+16,1718176730.5278714,2546.0,435.0,57277.0,1.5818593502044678,2.0,38.0,67.0,gsokmtwo,whole-sweep-240
False,False,5,ex10hs,7,2930851582275600.0,1718176730.5610325,2546.0,180.0,57277.0,1.615020513534546,3.0,67.0,67.0,gsokmtwo,whole-sweep-240
False,False,5,ex10hs,7,753576512.0,1718176730.5851061,2546.0,55.0,57277.0,1.6390941143035889,4.0,134.0,134.0,gsokmtwo,whole-sweep-240
False,False,5,ex10hs,7,-1770809072.0,1718176730.6129165,2546.0,4.0,57277.0,1.6669044494628906,5.0,1273.0,1273.0,gsokmtwo,whole-sweep-240
False,False,5,ex10hs,7,1506698304.0,1718176730.640408,2546.0,1.0,57277.0,1.6943960189819336,6.0,2546.0,2546.0,gsokmtwo,whole-sweep-240
False,True,5,ex10hs,7,1.90736434303126e+20,1718176720.4228098,2546.0,45919.0,57277.0,1.5685467720031738,0.0,2.0,67.0,00522jhd,iconic-sweep-239
False,True,5,ex10hs,7,1.8710686761317755e+18,1718176720.4798777,2546.0,4548.0,57277.0,1.6256146430969238,1.0,19.0,67.0,00522jhd,iconic-sweep-239
False,True,5,ex10hs,7,1.8679375496913776e+17,1718176720.5099854,2546.0,1437.0,57277.0,1.6557223796844482,2.0,38.0,67.0,00522jhd,iconic-sweep-239
False,True,5,ex10hs,7,2.6967091058693604e+16,1718176720.5453143,2546.0,546.0,57277.0,1.6910512447357178,3.0,67.0,67.0,00522jhd,iconic-sweep-239
False,True,5,ex10hs,7,289211968.0,1718176720.5749,2546.0,159.0,57277.0,1.7206368446350098,4.0,134.0,134.0,00522jhd,iconic-sweep-239
False,True,5,ex10hs,7,-1770809072.0,1718176720.6029632,2546.0,4.0,57277.0,1.7487001419067383,5.0,1273.0,1273.0,00522jhd,iconic-sweep-239
False,True,5,ex10hs,7,1506698304.0,1718176720.6331623,2546.0,1.0,57277.0,1.7788991928100586,6.0,2546.0,2546.0,00522jhd,iconic-sweep-239
False,False,5,ex10hs,6,1.2370581310806986e+23,1718176709.6490626,2547.0,15518.0,57216.0,1.491161584854126,0.0,3.0,283.0,bscktpqi,rural-sweep-238
False,False,5,ex10hs,6,5.550319980901589e+21,1718176709.7532623,2547.0,3287.0,57216.0,1.5953612327575684,1.0,9.0,283.0,bscktpqi,rural-sweep-238
False,False,5,ex10hs,6,3.2106918859060563e+17,1718176709.7827275,2547.0,25.0,57216.0,1.624826431274414,2.0,283.0,283.0,bscktpqi,rural-sweep-238
False,False,5,ex10hs,6,-1425017583.0,1718176709.8134127,2547.0,7.0,57216.0,1.6555116176605225,3.0,849.0,849.0,bscktpqi,rural-sweep-238
False,False,5,ex10hs,6,-1040721223.0,1718176709.8434665,2547.0,1.0,57216.0,1.68556547164917,4.0,2547.0,2547.0,bscktpqi,rural-sweep-238
False,True,5,ex10hs,6,7.210193212032206e+23,1718176699.3750825,2547.0,37464.0,57216.0,1.503380537033081,0.0,3.0,283.0,qpu05a1c,gentle-sweep-237
False,True,5,ex10hs,6,9.12669944976938e+22,1718176699.4823499,2547.0,13329.0,57216.0,1.6106479167938232,1.0,9.0,283.0,qpu05a1c,gentle-sweep-237
False,True,5,ex10hs,6,1.0402641710335622e+18,1718176699.505913,2547.0,45.0,57216.0,1.6342110633850098,2.0,283.0,283.0,qpu05a1c,gentle-sweep-237
False,True,5,ex10hs,6,361582897.0,1718176699.5303242,2547.0,9.0,57216.0,1.6586222648620605,3.0,849.0,849.0,qpu05a1c,gentle-sweep-237
False,True,5,ex10hs,6,-1040721223.0,1718176699.5613134,2547.0,1.0,57216.0,1.6896114349365234,4.0,2547.0,2547.0,qpu05a1c,gentle-sweep-237
False,False,5,ex10hs,5,3873396371131456.0,1718176689.5283246,2548.0,28328.0,57237.0,1.452765703201294,0.0,2.0,13.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,521264789338176.0,1718176689.7361786,2548.0,10392.0,57237.0,1.6606197357177734,1.0,4.0,13.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,113257868183824.0,1718176689.8580167,2548.0,4844.0,57237.0,1.7824578285217285,2.0,7.0,13.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,19191566349124.0,1718176689.9260106,2548.0,1994.0,57237.0,1.8504517078399658,3.0,13.0,13.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,1124241664.0,1718176689.988161,2548.0,1794.0,57237.0,1.912602186203003,4.0,14.0,14.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,-931354368.0,1718176690.024071,2548.0,818.0,57237.0,1.948512077331543,5.0,26.0,26.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,2129629184.0,1718176690.0578344,2548.0,685.0,57237.0,1.9822754859924316,6.0,28.0,28.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,2027046468.0,1718176690.0793364,2548.0,306.0,57237.0,2.003777503967285,7.0,49.0,49.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,1252495360.0,1718176690.1149726,2548.0,287.0,57237.0,2.0394136905670166,8.0,52.0,52.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,-620290076.0,1718176690.14135,2548.0,114.0,57237.0,2.065791130065918,9.0,91.0,91.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,-1993801728.0,1718176690.166188,2548.0,96.0,57237.0,2.0906291007995605,10.0,98.0,98.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,80351232.0,1718176690.187292,2548.0,40.0,57237.0,2.1117331981658936,11.0,182.0,182.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,-1417179136.0,1718176690.2082071,2548.0,37.0,57237.0,2.132648229598999,12.0,196.0,196.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,-901312512.0,1718176690.2271588,2548.0,19.0,57237.0,2.151599884033203,13.0,364.0,364.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,1790986436.0,1718176690.2459538,2548.0,10.0,57237.0,2.1703948974609375,14.0,637.0,637.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,1847026688.0,1718176690.2743216,2548.0,4.0,57237.0,2.1987626552581787,15.0,1274.0,1274.0,qo2a5blx,crimson-sweep-236
False,False,5,ex10hs,5,-1201827840.0,1718176690.302281,2548.0,1.0,57237.0,2.226722002029419,16.0,2548.0,2548.0,qo2a5blx,crimson-sweep-236
False,True,5,ex10hs,5,1.0083389524230724e+16,1718176678.9690814,2548.0,45706.0,57237.0,1.5014824867248535,0.0,2.0,13.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,4075599991861476.0,1718176679.1906242,2548.0,29058.0,57237.0,1.7230253219604492,1.0,4.0,13.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,1483282749828100.0,1718176679.3202565,2548.0,17530.0,57237.0,1.8526575565338135,2.0,7.0,13.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,304299415872400.0,1718176679.3941453,2548.0,7940.0,57237.0,1.926546335220337,3.0,13.0,13.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,-267138816.0,1718176679.4621668,2548.0,6954.0,57237.0,1.99456787109375,4.0,14.0,14.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,1236465920.0,1718176679.501263,2548.0,2626.0,57237.0,2.0336639881134033,5.0,26.0,26.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,1204490240.0,1718176679.5375576,2548.0,2287.0,57237.0,2.0699586868286133,6.0,28.0,28.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,934497220.0,1718176679.560991,2548.0,878.0,57237.0,2.0933921337127686,7.0,49.0,49.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,1053659136.0,1718176679.5985234,2548.0,785.0,57237.0,2.1309244632720947,8.0,52.0,52.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,197808784.0,1718176679.6281512,2548.0,316.0,57237.0,2.1605522632598877,9.0,91.0,91.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,-1650293760.0,1718176679.6570268,2548.0,260.0,57237.0,2.1894278526306152,10.0,98.0,98.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,-1042405120.0,1718176679.6798556,2548.0,98.0,57237.0,2.212256669998169,11.0,182.0,182.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,-1647210496.0,1718176679.7022355,2548.0,75.0,57237.0,2.2346365451812744,12.0,196.0,196.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,1027117056.0,1718176679.7239614,2548.0,31.0,57237.0,2.2563624382019043,13.0,364.0,364.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,-1887745520.0,1718176679.7455919,2548.0,12.0,57237.0,2.2779929637908936,14.0,637.0,637.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,1847026688.0,1718176679.7726314,2548.0,4.0,57237.0,2.30503249168396,15.0,1274.0,1274.0,9xwu3323,earnest-sweep-235
False,True,5,ex10hs,5,-1201827840.0,1718176679.8022563,2548.0,1.0,57237.0,2.3346574306488037,16.0,2548.0,2548.0,9xwu3323,earnest-sweep-235
False,False,5,ex10hs,4,2.7429570845106376e+20,1718176668.0992398,2549.0,1.0,57260.0,1.0872867107391357,0.0,2549.0,2549.0,vnh3jro5,absurd-sweep-234
False,True,5,ex10hs,4,2.7429570845106376e+20,1718176657.9981909,2549.0,1.0,57260.0,1.0574519634246826,0.0,2549.0,2549.0,d5obhxmt,driven-sweep-233
False,False,4,ex10hs,7,1.0545011153065608e+24,1718176648.0249467,2545.0,7787.0,57277.0,1.4979147911071777,0.0,5.0,509.0,ar17a2ty,light-sweep-232
False,False,4,ex10hs,7,2.9389581280614067e+18,1718176648.0452123,2545.0,13.0,57277.0,1.5181803703308105,1.0,509.0,509.0,ar17a2ty,light-sweep-232
False,False,4,ex10hs,7,542067361.0,1718176648.0762987,2545.0,1.0,57277.0,1.5492668151855469,2.0,2545.0,2545.0,ar17a2ty,light-sweep-232
False,True,4,ex10hs,7,1.096041871138499e+25,1718176636.5019274,2545.0,25105.0,57277.0,1.3099772930145264,0.0,5.0,509.0,dpaa0hyl,skilled-sweep-231
False,True,4,ex10hs,7,1.0868927988392776e+19,1718176636.525436,2545.0,25.0,57277.0,1.3334858417510986,1.0,509.0,509.0,dpaa0hyl,skilled-sweep-231
False,True,4,ex10hs,7,542067361.0,1718176636.5560527,2545.0,1.0,57277.0,1.3641026020050049,2.0,2545.0,2545.0,dpaa0hyl,skilled-sweep-231
False,False,4,ex10hs,6,8.107097029682e+19,1718176626.3957715,2546.0,29937.0,57216.0,1.5530993938446045,0.0,2.0,67.0,na0u7ffq,likely-sweep-230
False,False,4,ex10hs,6,1.293931171886523e+17,1718176626.4474022,2546.0,1196.0,57216.0,1.6047301292419434,1.0,19.0,67.0,na0u7ffq,likely-sweep-230
False,False,4,ex10hs,6,1.7433229869991848e+16,1718176626.4780378,2546.0,439.0,57216.0,1.6353657245635986,2.0,38.0,67.0,na0u7ffq,likely-sweep-230
False,False,4,ex10hs,6,2930851582275600.0,1718176626.520338,2546.0,180.0,57216.0,1.6776659488677979,3.0,67.0,67.0,na0u7ffq,likely-sweep-230
False,False,4,ex10hs,6,753576512.0,1718176626.5472412,2546.0,55.0,57216.0,1.7045691013336182,4.0,134.0,134.0,na0u7ffq,likely-sweep-230
False,False,4,ex10hs,6,-1770809072.0,1718176626.5768757,2546.0,4.0,57216.0,1.734203577041626,5.0,1273.0,1273.0,na0u7ffq,likely-sweep-230
False,False,4,ex10hs,6,1506698304.0,1718176626.6064224,2546.0,1.0,57216.0,1.7637503147125244,6.0,2546.0,2546.0,na0u7ffq,likely-sweep-230
False,True,4,ex10hs,6,1.826656838946456e+20,1718176615.9540453,2546.0,44937.0,57216.0,1.5409753322601318,0.0,2.0,67.0,yqw90hpk,golden-sweep-229
False,True,4,ex10hs,6,1.748091591073606e+18,1718176616.0059366,2546.0,4396.0,57216.0,1.5928666591644287,1.0,19.0,67.0,yqw90hpk,golden-sweep-229
False,True,4,ex10hs,6,1.7201936832623933e+17,1718176616.035413,2546.0,1379.0,57216.0,1.6223430633544922,2.0,38.0,67.0,yqw90hpk,golden-sweep-229
False,True,4,ex10hs,6,2.6573416179494116e+16,1718176616.069259,2546.0,542.0,57216.0,1.65618896484375,3.0,67.0,67.0,yqw90hpk,golden-sweep-229
False,True,4,ex10hs,6,811866176.0,1718176616.0949614,2546.0,157.0,57216.0,1.6818914413452148,4.0,134.0,134.0,yqw90hpk,golden-sweep-229
False,True,4,ex10hs,6,-1770809072.0,1718176616.1224713,2546.0,4.0,57216.0,1.7094013690948486,5.0,1273.0,1273.0,yqw90hpk,golden-sweep-229
False,True,4,ex10hs,6,1506698304.0,1718176616.1498685,2546.0,1.0,57216.0,1.7367985248565674,6.0,2546.0,2546.0,yqw90hpk,golden-sweep-229
False,False,4,ex10hs,5,1.3850483004595226e+23,1718176605.660628,2547.0,16420.0,57237.0,1.4314301013946533,0.0,3.0,283.0,q8dsywrs,radiant-sweep-228
False,False,4,ex10hs,5,5.693065801016867e+21,1718176605.7562711,2547.0,3329.0,57237.0,1.5270731449127197,1.0,9.0,283.0,q8dsywrs,radiant-sweep-228
False,False,4,ex10hs,5,3.2106918859060563e+17,1718176605.7774937,2547.0,25.0,57237.0,1.5482957363128662,2.0,283.0,283.0,q8dsywrs,radiant-sweep-228
False,False,4,ex10hs,5,-1425017583.0,1718176605.802274,2547.0,7.0,57237.0,1.5730760097503662,3.0,849.0,849.0,q8dsywrs,radiant-sweep-228
False,False,4,ex10hs,5,-1040721223.0,1718176605.834959,2547.0,1.0,57237.0,1.6057610511779785,4.0,2547.0,2547.0,q8dsywrs,radiant-sweep-228
False,True,4,ex10hs,5,7.244105351394056e+23,1718176595.2810242,2547.0,37552.0,57237.0,1.363544225692749,0.0,3.0,283.0,kwzoqf0b,sweepy-sweep-227
False,True,4,ex10hs,5,8.57651528820052e+22,1718176595.3945208,2547.0,12921.0,57237.0,1.4770407676696777,1.0,9.0,283.0,kwzoqf0b,sweepy-sweep-227
False,True,4,ex10hs,5,9.498510875264477e+17,1718176595.417312,2547.0,43.0,57237.0,1.4998319149017334,2.0,283.0,283.0,kwzoqf0b,sweepy-sweep-227
False,True,4,ex10hs,5,-1425017583.0,1718176595.4418676,2547.0,7.0,57237.0,1.5243875980377197,3.0,849.0,849.0,kwzoqf0b,sweepy-sweep-227
False,True,4,ex10hs,5,-1040721223.0,1718176595.4701295,2547.0,1.0,57237.0,1.5526494979858398,4.0,2547.0,2547.0,kwzoqf0b,sweepy-sweep-227
False,False,4,ex10hs,4,4330816320687844.0,1718176584.6424246,2548.0,29954.0,57260.0,1.526618480682373,0.0,2.0,13.0,n8x91hez,easy-sweep-226
False,False,4,ex10hs,4,621582484581136.0,1718176584.8557596,2548.0,11348.0,57260.0,1.7399535179138184,1.0,4.0,13.0,n8x91hez,easy-sweep-226
False,False,4,ex10hs,4,112231437596356.0,1718176584.9792252,2548.0,4822.0,57260.0,1.8634190559387207,2.0,7.0,13.0,n8x91hez,easy-sweep-226
False,False,4,ex10hs,4,18016663116816.0,1718176585.046137,2548.0,1932.0,57260.0,1.9303309917449951,3.0,13.0,13.0,n8x91hez,easy-sweep-226
False,False,4,ex10hs,4,282398720.0,1718176585.1122572,2548.0,1800.0,57260.0,1.9964511394500732,4.0,14.0,14.0,n8x91hez,easy-sweep-226
False,False,4,ex10hs,4,1529332736.0,1718176585.1506283,2548.0,812.0,57260.0,2.0348222255706787,5.0,26.0,26.0,n8x91hez,easy-sweep-226
False,False,4,ex10hs,4,603918336.0,1718176585.1856513,2548.0,689.0,57260.0,2.069845199584961,6.0,28.0,28.0,n8x91hez,easy-sweep-226
False,False,4,ex10hs,4,2027046468.0,1718176585.2061205,2548.0,306.0,57260.0,2.0903143882751465,7.0,49.0,49.0,n8x91hez,easy-sweep-226
